user_id,manga_id,rating
272249,198372,60
272249,201249,60
272249,201753,65
272249,210838,50
5631950,51523,70
5631950,85978,70
5631950,86399,100
5631950,86952,90
5631950,87225,90
5631950,96834,90
5631950,97240,90
5631950,98014,90
5631950,98118,90
5631950,99409,90
5631950,99462,90
5631950,99544,90
5631950,99776,70
5631950,99860,70
5631950,100136,90
5631950,100732,90
5631950,101468,90
5631950,101625,90
5631950,101679,90
5631950,101722,90
5631950,101746,90
5631950,101870,90
5631950,102150,90
5631950,102732,90
5631950,103034,70
5631950,103203,90
5631950,103238,70
5631950,103582,70
5631950,103875,90
5631950,104689,90
5631950,104713,70
5631950,105078,90
5631950,105398,90
5631950,106029,90
5631950,106144,90
5631950,106233,90
5631950,106757,90
5631950,107120,90
5631950,107305,90
5631950,107540,90
5631950,108011,90
5631950,108152,90
5631950,108422,90
5631950,108675,70
5631950,109103,30
5631950,110075,90
5631950,110271,90
5631950,110989,90
5631950,111003,90
5631950,111159,90
5631950,112147,90
5631950,112481,90
5631950,113061,90
5631950,113171,90
5631950,113546,90
5631950,113624,90
5631950,114903,90
5631950,116062,90
5631950,116201,70
5631950,116380,90
5631950,116495,90
5631950,116957,90
5631950,117540,90
5631950,117964,90
5631950,118368,90
5631950,118519,90
5631950,118721,70
5631950,118725,90
5631950,118911,30
5631950,119097,90
5631950,119267,90
5631950,119269,90
5631950,119309,90
5631950,119353,90
5631950,119518,90
5631950,120216,70
5631950,120288,90
5631950,121708,90
5631950,121753,90
5631950,122344,70
5631950,122362,90
5631950,123089,90
5631950,123264,90
5631950,123512,90
5631950,123544,90
5631950,123747,50
5631950,124079,90
5631950,124427,90
5631950,124832,90
5631950,124873,90
5631950,125188,70
5631950,125291,70
5631950,125439,90
5631950,125845,70
5631950,125975,90
5631950,126636,90
5631950,127165,90
5631950,127289,90
5631950,127307,90
5631950,127445,90
5631950,128165,70
5631950,128233,70
5631950,128254,90
5631950,128945,90
5631950,129010,90
5631950,129345,90
5631950,129506,90
